"ProfileId","ProfileCat","ConstId","ConstVal","ConstString"
"38","F","10236","3.12000000000000010658141036401502788066864013671875",""
"37","F","10200","0",""
"36","F","10216","0.000013600000000000000231607268086353457192672067321836948394775390625",""
"38","F","10237","0.00001243999999999999947941815847674007500245352275669574737548828125",""
"37","F","10201","0.000007829999999999999571562332711938125839878921397030353546142578125",""
"36","F","10217","0.00012999999999999998861154038021226142518571577966213226318359375",""
"38","F","10238","0.0000031509999999999999855250336355805274024532991461455821990966796875",""
"37","F","10202","3.379999999999999825872794290138045880667050369083881378173828125E-7",""
"36","F","10219","0.000071000000000000004622170701740202503060572780668735504150390625",""
"38","F","10239","0.000340899999999999992091048728326541095157153904438018798828125",""
"37","F","10203","0.000005499999999999999856993733449161965154416975565254688262939453125",""
"36","F","10220","0.000005859999999999999798351406343766001327821868471801280975341796875",""
"38","F","10240","0.0000031509999999999999855250336355805274024532991461455821990966796875",""
"37","F","10204","4.47999999999999988197483570540047281838269555009901523590087890625E-7",""
"36","F","10221","0.0002559999999999999884155166274268822235171683132648468017578125",""
"38","F","10241","0.000340899999999999992091048728326541095157153904438018798828125",""
"37","F","10205","0.000656000000000000007584211036970600616768933832645416259765625",""
"36","F","10222","0.000011100000000000000450616106928425352862177533097565174102783203125",""
"38","F","10242","0",""
"37","F","10206","0.000413999999999999979995168875035460587241686880588531494140625",""
"36","F","10223","0.00008339999999999999432016839495673821147647686302661895751953125",""
"38","F","10243","0",""
"37","F","10207","0.0000486999999999999979021121643274483403729391284286975860595703125",""
"36","F","10224","0.00000374000000000000019074694081189225158823319361545145511627197265625",""
"38","F","10244","0.000586599999999999946985462795367993749096058309078216552734375",""
"37","F","10208","0.000088499999999999996312845251811296520827454514801502227783203125",""
"36","F","10225","0.00016400000000000000189605275924265015419223345816135406494140625",""
"38","F","10245","0.10849999999999999922284388276239042170345783233642578125",""
"37","F","10209","0.000086600000000000004339757719851178308090311475098133087158203125",""
"36","F","10226","0.0000048899999999999997681303549879050507342981291003525257110595703125",""
"38","F","10246","-0.011329999999999999793498517419720883481204509735107421875",""
"37","F","10210","0",""
"36","F","10227","0.00005920000000000000240328590361826854859828017652034759521484375",""
"38","F","10247","0.0096760000000000005726530361016557435505092144012451171875",""
"37","F","10211","0.00001959999999999999868954651816022050070387194864451885223388671875",""
"36","F","10228","0.0000078399999999999994758186072640882002815487794578075408935546875",""
"38","F","10248","0.1988999999999999934718886152040795423090457916259765625",""
"37","F","10212","7.98000000000000025298881912994009013573304400779306888580322265625E-7",""
"36","F","10229","0.00001599999999999999927596978921418013896982301957905292510986328125",""
"38","F","10249","0.0212000000000000000943689570931383059360086917877197265625",""
"37","F","10213","0.00076300000000000000634214902817120673716999590396881103515625",""
"36","F","10231","0.0002210000000000000050341675272846941879834048449993133544921875",""
"38","F","10250","0.000002224999999999999872844769210900039979605935513973236083984375",""
"37","F","10214","0.000001069999999999999919816744131662034078544820658862590789794921875",""
"36","F","10232","0",""
"38","F","10251","0.000065149999999999997951811991914183863627840764820575714111328125",""
"37","F","10215","0.000068800000000000005356999566163977988253463990986347198486328125",""
"36","F","10233","0",""
"38","F","10252","0.00010569999999999999426396335433508966161753050982952117919921875",""
"37","F","10216","0.00000353999999999999998803908163313991508402978070080280303955078125",""
"36","F","10234","0",""
"38","F","10253","5.0679999999999995885513470739169861190021038055419921875E-7",""
"37","F","10217","0.00018000000000000001133641791550843436198192648589611053466796875",""
"36","F","10235","0",""
"38","F","10254","0.000133799999999999999662769756270108700846321880817413330078125",""
"37","F","10219","0",""
"36","F","10236","1.5",""
"38","F","10255","0.0001923000000000000121562482302550733948010019958019256591796875",""
"37","F","10220","0.00001739999999999999942437538258399598589676315896213054656982421875",""
"36","F","10237","0.000018400000000000000014398204850607498883618973195552825927734375",""
"38","F","10256","0.00000365099999999999985701997114173611436171995592303574085235595703125",""
"37","F","10221","0",""
"36","F","10238","0.00000800999999999999954224116915924014392658136785030364990234375",""
"38","F","10257","0.0000542999999999999984957345378067117280806996859610080718994140625",""
"37","F","10222","0.00002739999999999999854834002721570840321874129585921764373779296875",""
"36","F","10239","0.0003370000000000000057141791298676025689928792417049407958984375",""
"38","F","10258","0.00000210599999999999982634897588429367942808312363922595977783203125",""
"37","F","10223","0",""
"36","F","10240","0.00000800999999999999954224116915924014392658136785030364990234375",""
"38","F","10259","0.056930000000000001436628593864952563308179378509521484375",""
"37","F","10224","0.000007869999999999999188587430920538423606558353640139102935791015625",""
"36","F","10241","0.0003370000000000000057141791298676025689928792417049407958984375",""
"38","F","10260","47.159999999999996589394868351519107818603515625",""
"37","F","10225","0.0002739999999999999922596638501914867447339929640293121337890625",""
"36","F","10242","0.00016200000000000000749227069274382984076510183513164520263671875",""
"38","F","10261","25",""
"37","F","10226","0.000007880000000000000786909599981289176184873213060200214385986328125",""
"36","F","10243","0.0004209999999999999875134604199189425344229675829410552978515625",""
"38","F","10262","0.000007237000000000000336374157694496744852585834451019763946533203125",""
"37","F","10227","0.00013699999999999999612983192509574337236699648201465606689453125",""
"36","F","10244","0.00055400000000000002194078252415465613012202084064483642578125",""
"38","F","10263","0",""
"37","F","10228","0.0000319999999999999985519395784283602779396460391581058502197265625",""
"36","F","10245","0.0950000000000000011102230246251565404236316680908203125",""
"38","F","10264","0.000017929999999999999432155617373751965715200640261173248291015625",""
"37","F","10229","0",""
"36","F","10246","-0.036799999999999999378275106209912337362766265869140625",""
"38","F","10265","0.001340000000000000045241588253475129022262990474700927734375",""
"37","F","10231","0.000120000000000000003040102891649354432956897653639316558837890625",""
"36","F","10247","0.0403000000000000024868995751603506505489349365234375",""
"38","F","10266","0.000008679999999999999903675142187697844065041863359510898590087890625",""
"37","F","10232","0",""
"36","F","10248","0.039800000000000002042810365310288034379482269287109375",""
"38","F","10267","0.00018180000000000000087881091292985047402908094227313995361328125",""
"37","F","10233","0",""
"36","F","10249","0.6069999999999999840127884453977458178997039794921875",""
"38","F","10268","0.00013669999999999998883774832147963707029703073203563690185546875",""
"37","F","10234","0",""
"36","F","10250","0.000005990000000000000247748870030317647206175024621188640594482421875",""
"38","F","10269","70",""
"37","F","10235","0",""
"36","F","10251","0.000222999999999999999437949593783514501410536468029022216796875",""
"38","F","10270","0.0002325000000000000135134958778593272654688917100429534912109375",""
"37","F","10236","3.12000000000000010658141036401502788066864013671875",""
"36","F","10252","0.000161000000000000010290379659494419684051536023616790771484375",""
"38","F","10271","0.00053260000000000004387323837562462358619086444377899169921875",""
"37","F","10237","0.0000230999999999999990605605015847601180212222971022129058837890625",""
"36","F","10253","8.719999999999999732458477209873226598801920772530138492584228515625E-7",""
"38","F","10272","0.000001439999999999999977188928391991229460700196796096861362457275390625",""
"37","F","10238","0.000003000000000000000076002572291233860823922441340982913970947265625",""
"36","F","10254","0.000277000000000000010970391262077328065061010420322418212890625",""
"38","F","10273","0.0002970000000000000092183205513407528997049666941165924072265625",""
"37","F","10239","0.000968000000000000001935951399190116717363707721233367919921875",""
"36","F","10255","0.0004000000000000000191686944095437183932517655193805694580078125",""
"38","F","10274","220",""
"37","F","10240","0.000003000000000000000076002572291233860823922441340982913970947265625",""
"36","F","10256","0.000008600000000000000669624945770497248531682998873293399810791015625",""
"38","F","10275","0.000001239999999999999986239306026813977723577409051358699798583984375",""
"37","F","10241","0.000968000000000000001935951399190116717363707721233367919921875",""
"36","F","10257","0.00010600000000000000155604695795119596368749625980854034423828125",""
"38","F","10276","0.0003240000000000000149845413854876596815302036702632904052734375",""
"37","F","10242","0.0005100000000000000366373598126301658339798450469970703125",""
"36","F","10258","0.00001669999999999999935017258589908806243329308927059173583984375",""
"38","F","10277","0.000001359999999999999896105784720490294859018831630237400531768798828125",""
"37","F","10243","0.00068800000000000002646494134950216903234831988811492919921875",""
"36","F","10259","0.26900000000000001687538997430237941443920135498046875",""
"38","F","10278","0.000098599999999999997867504430981711038839421235024929046630859375",""
"37","F","10244","0.00114999999999999998057109706905976054258644580841064453125",""
"36","F","10260","1.2399999999999999911182158029987476766109466552734375",""
"38","F","10279","220",""
"37","F","10245","0.0924999999999999988897769753748434595763683319091796875",""
"36","F","10261","25",""
"38","F","10280","0.00000128999999999999993103715241471451946608794969506561756134033203125",""
"37","F","10246","-0.032599999999999997035704524250832037068903446197509765625",""
"36","F","10262","0.0000268000000000000009048317650695025804452598094940185546875",""
"38","F","10281","0.0003009999999999999980258846843383935265592299401760101318359375",""
"37","F","10247","0.033599999999999997923882943950957269407808780670166015625",""
"36","F","10263","0.00068000000000000004884981308350688777863979339599609375",""
"38","F","10282","0.00000128000000000000002678087786256444502441809163428843021392822265625",""
"37","F","10248","0.49699999999999999733546474089962430298328399658203125",""
"36","F","10264","0.0000500000000000000023960868011929647991564706899225711822509765625",""
"38","F","10283","0",""
"37","F","10249","0.0297000000000000007049916206369744031690061092376708984375",""
"36","F","10265","0.00072699999999999999865385458264199769473634660243988037109375",""
"38","F","10284","0.01000000000000000020816681711721685132943093776702880859375",""
"37","F","10250","0.0000046700000000000001804264203320027348809162504039704799652099609375",""
"36","F","10266","0.000010499999999999999418976055765018173815406044013798236846923828125",""
"38","F","10285","0.000001599999999999999927596978921418013896982301957905292510986328125",""
"37","F","10251","0.00056999999999999997717103905614521863753907382488250732421875",""
"36","F","10214","0.000009340000000000000360852840664005469761832500807940959930419921875",""
"38","F","10286","0.00000128000000000000002678087786256444502441809163428843021392822265625",""
"37","F","10252","0.00027300000000000002216282712907968743820674717426300048828125",""
"36","F","10150","0.000012900000000000000157404471401445533729201997630298137664794921875",""
"38","F","10287","0.0200000000000000004163336342344337026588618755340576171875",""
"37","F","10253","8.7400000000000001762457367548986297833835124038159847259521484375E-7",""
"36","F","10115","0.00022599999999999999104362269353174497155123390257358551025390625",""
"38","F","10288","0.00005250000000000000217707796235089290348696522414684295654296875",""
"37","F","10254","0.0004249999999999999763210245529165831612772308290004730224609375",""
"36","F","10069","27139",""
"38","F","10289","0.0000029399999999999998034319777240330751055807922966778278350830078125",""
"37","F","10255","0.0004429999999999999801651717756811876824940554797649383544921875",""
"36","F","10061","98500",""
"38","F","10290","0.00028600000000000001289246487345963032566942274570465087890625",""
"37","F","10256","0.00002209999999999999847053767931814860503436648286879062652587890625",""
"36","F","10005","12",""
"38","F","10291","0.000030800000000000003264923054135948632392683066427707672119140625",""
"37","F","10257","0.000643000000000000016854573292590657729306258261203765869140625",""
"36","F","10003","1000",""
"38","F","10292","0.092799999999999993605115378159098327159881591796875",""
"37","F","10258","0.000068800000000000005356999566163977988253463990986347198486328125",""
"36","F","10002","49152",""
"38","F","10293","0.0995000000000000051070259132757200859487056732177734375",""
"37","F","10259","0.1270000000000000017763568394002504646778106689453125",""
"36","F","10022","72201",""
"38","F","15001","0.0029900000000000000362210261783957321313209831714630126953125",""
"37","F","10260","11.199999999999999289457264239899814128875732421875",""
"36","F","10024","13966",""
"38","F","15002","119",""
"37","F","10261","25",""
"36","F","10025","3900",""
"38","F","15003","0.036600000000000000588418203051332966424524784088134765625",""
"37","F","10262","0.000043999999999999998855949867593295721235335804522037506103515625",""
"36","F","10026","100000",""
"38","F","15004","86",""
"37","F","10263","0.00170999999999999993151311716843565591261722147464752197265625",""
"36","F","10028","72201",""
"38","F","15005","19",""
"37","F","10264","0.0000500000000000000023960868011929647991564706899225711822509765625",""
"36","F","10029","39369",""
"38","F","15006","0",""
"37","F","10265","0.001809999999999999976962872239028001786209642887115478515625",""
"36","F","10030","13966",""
"38","F","15007","2",""
"37","F","10266","0.00000651000000000000035127283026792355258294264785945415496826171875",""
"36","F","10031","3900",""
"38","F","15008","0",""
"37","F","10022","72201",""
"36","F","10027","91220",""
"38","F","15009","8",""
"37","F","10024","13966",""
"36","F","10023","39369",""
"38","F","15010","0",""
"37","F","10025","3900",""
"36","F","10021","91220",""
"38","F","15011","1",""
"37","F","10026","100000",""
"36","F","10020","100000",""
"38","F","15012","0",""
"37","F","10028","72201",""
"15","F","17","8900",""
"38","F","15013","1",""
"37","F","10029","39369",""
"15","F","18","8540",""
"38","F","15014","0",""
"37","F","10030","13966",""
"15","F","19","8180",""
"38","F","15015","0.5",""
"37","F","10031","3900",""
"15","F","20","7350",""
"38","F","15016","0",""
"37","F","10027","91220",""
"15","F","21","5000",""
"38","F","15025","0.06669999999999999540367667805185192264616489410400390625",""
"37","F","10023","39369",""
"15","F","22","2730",""
"38","F","15026","0",""
"37","F","10021","91220",""
"15","F","23","5020",""
"38","F","15027","0.036700000000000003452793606584236840717494487762451171875",""
"37","F","10020","100000",""
"15","F","24","4880",""
"38","F","15028","0",""
"35","F","1","33",""
"15","F","25","4740",""
"38","F","15029","0.036700000000000003452793606584236840717494487762451171875",""
"35","F","2","98500",""
"15","F","26","4310",""
"38","F","15030","0",""
"35","F","3","261",""
"15","F","27","2470",""
"38","F","15031","0.06669999999999999540367667805185192264616489410400390625",""
"35","F","4","49152",""
"15","F","28","1240",""
"38","F","15032","0",""
"35","F","5","1000",""
"30","F","10008","4410",""
"38","F","15050","1000",""
"35","F","6","8030",""
"30","F","10009","4230",""
"38","F","15051","0.0027999999999999999715505349939803636516444385051727294921875",""
"35","F","7","37",""
"30","F","10010","4050",""
"38","F","15052","0",""
"35","F","8","1641",""
"30","F","10011","3730",""
"38","F","15053","0.00600000000000000012490009027033011079765856266021728515625",""
"35","F","9","242",""
"30","F","10012","2890",""
"38","F","15054","1000",""
"35","F","10","73389",""
"30","F","10013","2160",""
"38","F","15055","0.041799999999999996880273300803310121409595012664794921875",""
"35","F","11","409",""
"30","F","10014","2480",""
"38","F","15056","0",""
"35","F","12","27139",""
"30","F","10015","2420",""
"38","F","15057","0.11500000000000000499600361081320443190634250640869140625",""
"35","F","13","12",""
"30","F","10016","2360",""
"38","F","15058","0",""
"35","F","14","131072",""
"30","F","10017","2170",""
"38","F","15059","0.85399999999999998134825318629737012088298797607421875",""
"35","F","15","27139",""
"30","F","10018","1780",""
"38","F","15060","16573",""
"35","F","16","49152",""
"30","F","10019","1240",""
"38","F","15061","0",""
"35","F","31","72201",""
"10001","V","10004","8030",""
"38","F","15062","0",""
"35","F","33","13966",""
"10001","V","10006","131072",""
"38","F","15063","0.037800000000000000266453525910037569701671600341796875",""
"35","F","34","3900",""
"10001","V","10007","49152",""
"38","F","15064","0",""
"35","F","35","100000",""
"10001","V","10060","33",""
"38","F","15065","0.311999999999999999555910790149937383830547332763671875",""
"35","F","37","72201",""
"10001","V","10062","261",""
"38","F","15066","0",""
"35","F","38","39369",""
"10001","V","10063","37",""
"38","F","15067","60000",""
"35","F","39","13966",""
"10001","V","10064","1641",""
"38","F","15068","1000000",""
"35","F","40","3900",""
"10001","V","10065","242",""
"38","F","15075","0.036499999999999997724042799518429092131555080413818359375",""
"35","F","36","91220",""
"10001","V","10066","73389",""
"38","F","15076","85.400000000000005684341886080801486968994140625",""
"35","F","32","39369",""
"10001","V","10067","409",""
"38","F","15077","0.00549000000000000008826273045769994496367871761322021484375",""
"35","F","30","91220",""
"10001","V","10068","27139",""
"38","F","15078","0",""
"35","F","29","100000",""
"10001","V","10100","0",""
"38","F","15079","0.01000000000000000020816681711721685132943093776702880859375",""
"12","F","17","6180",""
"10001","V","10101","0",""
"38","F","15080","0",""
"12","F","18","5750",""
"10001","V","10102","0.00020000000000000000958434720477185919662588275969028472900390625",""
"38","F","15081","0.0179999999999999986399767948341832379810512065887451171875",""
"12","F","19","5320",""
"10001","V","10103","0",""
"38","F","15082","317.1000000000000227373675443232059478759765625",""
"12","F","20","4310",""
"10001","V","10104","200",""
"38","F","15083","0.1350000000000000088817841970012523233890533447265625",""
"12","F","21","2760",""
"10001","V","10105","0.0002930000000000000204107564183431122728507034480571746826171875",""
"38","F","15084","1000",""
"12","F","22","1480",""
"10001","V","10106","0",""
"38","F","15085","0.026700000000000001509903313490212894976139068603515625",""
"12","F","23","3960",""
"10001","V","10107","0.000431999999999999983839316097800065108458511531352996826171875",""
"38","F","15086","408.56000000000000227373675443232059478759765625",""
"12","F","24","3510",""
"10001","V","10108","0.0000043100000000000002390687474373986987075113574974238872528076171875",""
"38","F","15087","0.033300000000000003208544541166702401824295520782470703125",""
"12","F","25","3060",""
"10001","V","10109","140",""
"38","F","15088","591.5",""
"12","F","26","2270",""
"10001","V","10110","0",""
"38","F","15089","0.058299999999999997657429418040919699706137180328369140625",""
"12","F","27","1390",""
"10001","V","10111","0.0000066699999999999996664061703566250827179828775115311145782470703125",""
"38","F","15090","317.1299999999999954525264911353588104248046875",""
"12","F","28","760",""
"10001","V","10112","0.000601999999999999996051769368676787053118459880352020263671875",""
"38","F","15091","0.1350000000000000088817841970012523233890533447265625",""
"27","F","10008","1120",""
"10001","V","10113","0.0000130999999999999999365958569530477006992441602051258087158203125",""
"38","F","15092","1000.1000000000000227373675443232059478759765625",""
"27","F","10009","1020",""
"10001","V","10114","1048576",""
"38","F","15093","0.0029800000000000000099920072216264088638126850128173828125",""
"27","F","10010","920",""
"10001","V","10116","0.0000015000000000000000380012861456169304119612206704914569854736328125",""
"38","F","15094","118.7000000000000028421709430404007434844970703125",""
"27","F","10011","775",""
"10001","V","10117","0.000985999999999999897359881373404277837835252285003662109375",""
"38","F","15101","0.025700000000000000621724893790087662637233734130859375",""
"27","F","10012","540",""
"10001","V","10118","0.00000586999999999999970260768089591607576949172653257846832275390625",""
"38","F","15102","9.550000000000000710542735760100185871124267578125",""
"27","F","10013","325",""
"10001","V","10119","0.0034099999999999998367972153801019885577261447906494140625",""
"38","F","15103","0.040000000000000000832667268468867405317723751068115234375",""
"27","F","10014","740",""
"10001","V","10120","0.0000069999999999999998949950195947788955663781962357461452484130859375",""
"38","F","15104","0",""
"27","F","10015","650",""
"10001","V","10121","0.00094899999999999997378485883103849118924699723720550537109375",""
"38","F","15105","0.0200000000000000004163336342344337026588618755340576171875",""
"27","F","10016","560",""
"10001","V","10122","0.433999999999999996891375531049561686813831329345703125",""
"38","F","15106","933.3500000000000227373675443232059478759765625",""
"27","F","10017","445",""
"10001","V","10123","1.100000000000000088817841970012523233890533447265625",""
"38","F","15107","0.08930000000000000437427871702311676926910877227783203125",""
"27","F","10018","290",""
"10001","V","10124","1.600000000000000088817841970012523233890533447265625",""
"38","F","15108","142.94999999999998863131622783839702606201171875",""
"27","F","10019","170",""
"10001","V","10125","0.0033100000000000000081878948066105294856242835521697998046875",""
"38","F","15109","0.025700000000000000621724893790087662637233734130859375",""
"4","F","29","5800",""
"10001","V","10126","0.54300000000000003819167204710538499057292938232421875",""
"38","F","15110","342.8799999999999954525264911353588104248046875",""
"4","F","30","5500",""
"10001","V","10127","0.09579999999999999626965063725947402417659759521484375",""
"38","F","15111","0.03490000000000000046629367034256574697792530059814453125",""
"4","F","31","4700",""
"10001","V","10128","0.00022599999999999999104362269353174497155123390257358551025390625",""
"38","F","15112","0",""
"4","F","32","2850",""
"10001","V","10129","0.7520000000000000017763568394002504646778106689453125",""
"38","F","15113","0.068599999999999994315658113919198513031005859375",""
"4","F","33","1130",""
"10001","V","10130","0.0002910000000000000260069743518442919594235718250274658203125",""
"38","F","15114","0",""
"4","F","34","330",""
"10001","V","10131","1.2399999999999999911182158029987476766109466552734375",""
"38","F","15115","0.2356999999999999928501637214139918796718120574951171875",""
"4","F","35","18500",""
"10001","V","10132","0.0189999999999999995281552145343084703199565410614013671875",""
"38","F","15116","0",""
"4","F","36","14000",""
"10001","V","10133","0",""
"38","F","15117","0.0299999999999999988897769753748434595763683319091796875",""
"4","F","37","10000",""
"10001","V","10134","0.09579999999999999626965063725947402417659759521484375",""
"38","F","15118","393",""
"4","F","38","4300",""
"10001","V","10135","0.00018400000000000000014398204850607498883618973195552825927734375",""
"38","F","15125","0.23899999999999999023003738329862244427204132080078125",""
"4","F","39","1300",""
"10001","V","10136","0.0000313999999999999975202995272649530988928745500743389129638671875",""
"38","F","15126","6285.5699999999997089616954326629638671875",""
"4","F","40","340",""
"10001","V","10137","0.00006129999999999999923776250465579096271540038287639617919921875",""
"38","F","15127","0.3930000000000000159872115546022541821002960205078125",""
"10001","V","10138","0.0011600000000000000068001160258290838100947439670562744140625",""
"38","F","15128","12572",""
"10001","V","10139","0.0000343000000000000002478052485432868934367434121668338775634765625",""
"38","F","15129","0.620999999999999996447286321199499070644378662109375",""
"10001","V","10140","0.000005130000000000000011379786002407854539342224597930908203125",""
"38","F","15130","34870",""
"10001","V","10144","0.000001359999999999999896105784720490294859018831630237400531768798828125",""
"38","F","15131","0.56399999999999994582111639829236082732677459716796875",""
"10001","V","10145","0.00015499999999999999997397914786034789358382113277912139892578125",""
"38","F","15132","44005",""
"10001","V","10146","0.000106999999999999998757937991200606120401062071323394775390625",""
"38","F","15133","0.629000000000000003552713678800500929355621337890625",""
"10001","V","10147","0.00016599999999999999629983482574147046761936508119106292724609375",""
"38","F","15134","7146",""
"10001","V","10148","0.0000269999999999999989899572561125040692786569707095623016357421875",""
"38","F","15135","0.93899999999999994582111639829236082732677459716796875",""
"10001","V","10149","0.00001489999999999999964338422142606788156626862473785877227783203125",""
"38","F","15136","14717",""
"10001","V","10151","0.0004119999999999999855913868085366402738145552575588226318359375",""
"38","F","15137","1.45999999999999996447286321199499070644378662109375",""
"10001","V","10152","0.000011199999999999999493178852449926097278876113705337047576904296875",""
"38","F","15138","34870",""
"10001","V","10153","0.0004490000000000000175866265994528703231480903923511505126953125",""
"38","F","15139","1.3600000000000000976996261670137755572795867919921875",""
"10001","V","10154","0.0000230999999999999990605605015847601180212222971022129058837890625",""
"38","F","15140","52152",""
"10001","V","10155","0.00001679999999999999839273533142058880684999166987836360931396484375",""
"38","F","15141","1.62999999999999989341858963598497211933135986328125",""
"10001","V","10156","0.00001239999999999999986239306026813977723577409051358699798583984375",""
"38","F","15142","3417",""
"10001","V","10157","0.00025500000000000001831867990631508291698992252349853515625",""
"38","F","15150","2.369000000000000216715534406830556690692901611328125",""
"10001","V","10158","0.000051900000000000001145437911187485724440193735063076019287109375",""
"38","F","15151","0",""
"10001","V","10159","0.0000603999999999999976903024279106801941452431492507457733154296875",""
"38","F","15152","0",""
"10001","V","10160","0.000045099999999999998488535435381407978638890199363231658935546875",""
"38","F","15153","2.369000000000000216715534406830556690692901611328125",""
"10001","V","10161","0.0003589999999999999983658904856298477170639671385288238525390625",""
"38","F","15154","0.5",""
"10001","V","10162","0.00003899999999999999929396754527743951257434673607349395751953125",""
"38","F","10022","140660",""
"10001","V","10163","0.0000304000000000000003184084940155429421793087385594844818115234375",""
"38","F","10024","25569",""
"10001","V","10164","0.00002790000000000000053741733285761483784881420433521270751953125",""
"38","F","10025","7066",""
"10001","V","10165","0.001020000000000000073274719625260331667959690093994140625",""
"38","F","10026","200106",""
"10001","V","10166","0.000008300000000000000153804920188793659008297254331409931182861328125",""
"38","F","10028","140660",""
"10001","V","10167","0.000020599999999999999279569340426832013690727762877941131591796875",""
"38","F","10029","74022",""
"10001","V","10168","0.000009059999999999999653545364186602029121786472387611865997314453125",""
"38","F","10030","25569",""
"10001","V","10169","0.000008240000000000000728267272875893212358278105966746807098388671875",""
"38","F","10031","7066",""
"10001","V","10170","0.000009739999999999999919235611767209803701916825957596302032470703125",""
"38","F","10027","181510",""
"10001","V","10171","0.0000102999999999999996397846702134160068453638814389705657958984375",""
"38","F","10023","74022",""
"10001","V","10172","0.000075599999999999994461374885901250308961607515811920166015625",""
"38","F","10021","181510",""
"10001","V","10173","0.00007669999999999999409396045368936256636516191065311431884765625",""
"38","F","10020","200106",""
"10001","V","10174","0.00006140000000000000166845703919449306340538896620273590087890625",""
"26","F","10008","6320",""
"10001","V","10175","0.0001359999999999999989279408918463332156534306704998016357421875",""
"26","F","10009","5970",""
"10001","V","10176","0.00013500000000000000172604985859692305893986485898494720458984375",""
"26","F","10010","5610",""
"10001","V","10177","0.00012799999999999999420775831371344111175858415663242340087890625",""
"26","F","10011","4740",""
"10001","V","10178","0.00015200000000000000836830604811211742344312369823455810546875",""
"26","F","10012","3180",""
"10001","V","10179","0.00003559999999999999796551630737440063967369496822357177734375",""
"26","F","10013","2000",""
"10001","V","10180","0.00008139999999999999991638632845791789804934523999691009521484375",""
"26","F","10014","3270",""
"10001","V","10181","0.0001340000000000000045241588253475129022262990474700927734375",""
"26","F","10015","3050",""
"10001","V","10182","0.000112999999999999995521811346765872485775616951286792755126953125",""
"26","F","10016","2830",""
"10001","V","10183","0.00020599999999999999279569340426832013690727762877941131591796875",""
"26","F","10017","2380",""
"10001","V","10184","0.00021399999999999999751587598240121224080212414264678955078125",""
"26","F","10018","1630",""
"10001","V","10185","0.0000870000000000000005100087019371812857571057975292205810546875",""
"26","F","10019","1010",""
"10001","V","10186","0.000110000000000000003916138247017642015634919516742229461669921875",""
"5","F","29","18500",""
"10001","V","10187","0",""
"5","F","30","14000",""
"10001","V","10188","0.0001359999999999999989279408918463332156534306704998016357421875",""
"5","F","31","10000",""
"10001","V","10189","0.00016000000000000001308848862624500952733797021210193634033203125",""
"5","F","32","4300",""
"10001","V","10190","0.0001489999999999999896575786362262761031161062419414520263671875",""
"5","F","33","1300",""
"10001","V","10191","0.00019699999999999999087361979288601787629886530339717864990234375",""
"5","F","34","340",""
"10001","V","10192","0.00065799999999999994777788447919419922982342541217803955078125",""
"5","F","35","18500",""
"10001","V","10193","0.000455000000000000000797972798949331263429485261440277099609375",""
"5","F","36","14000",""
"10001","V","10194","0.0001320000000000000101203767588486925887991674244403839111328125",""
"5","F","37","10000",""
"10001","V","10195","0.00016499999999999999909794379249206031090579926967620849609375",""
"5","F","38","4300",""
"10001","V","10196","0.00059599999999999995863031454490510441246442496776580810546875",""
"5","F","39","1300",""
"10001","V","10197","0.0020799999999999998177846460833961828029714524745941162109375",""
"5","F","40","340",""
"10001","V","10198","0.00002120000000000000031120939159023919273749925196170806884765625",""
"24","F","10008","1326",""
"10001","V","10199","0.00055400000000000002194078252415465613012202084064483642578125",""
"24","F","10009","1210",""
"10001","V","10200","0",""
"24","F","10010","1040",""
"10001","V","10201","0.071099999999999996536104163169511593878269195556640625",""
"24","F","10011","734",""
"10001","V","10202","0.000748999999999999991305565938404242842807434499263763427734375",""
"24","F","10012","367",""
"10001","V","10203","0.0844000000000000027977620220553944818675518035888671875",""
"24","F","10013","184",""
"10001","V","10204","0.00143000000000000006446232436729815162834711372852325439453125",""
"24","F","10014","324",""
"10001","V","10205","0.0004180000000000000230128416323083229144685901701450347900390625",""
"24","F","10015","300",""
"10001","V","10206","0.00056400000000000004816980148092397939763031899929046630859375",""
"24","F","10016","259",""
"10001","V","10207","0.00003559999999999999796551630737440063967369496822357177734375",""
"24","F","10017","197",""
"10001","V","10208","0.00006129999999999999923776250465579096271540038287639617919921875",""
"24","F","10018","99",""
"10001","V","10209","0.0000567000000000000026222947424603404442677856422960758209228515625",""
"24","F","10019","49",""
"10001","V","10210","0",""
"3","F","1","30",""
"10001","V","10211","0.00001629999999999999979178981479588372849320876412093639373779296875",""
"3","F","2","131072",""
"10001","V","10212","3.2700000000000000320208269621868879539761110208928585052490234375E-7",""
"3","F","3","297",""
"10001","V","10213","0.00011699999999999999788190263583231853772304020822048187255859375",""
"3","F","4","49152",""
"10001","V","10215","0.0000408999999999999980433186552719604378580697812139987945556640625",""
"3","F","5","1000",""
"10001","V","10216","6.780000000000000095532848125301494945915692369453608989715576171875E-7",""
"3","F","6","8030",""
"10001","V","10217","0.000067299999999999996001635860221057328089955262839794158935546875",""
"3","F","7","32",""
"10001","V","10219","0",""
"3","F","8","1276",""
"10001","V","10220","0.000004819999999999999591303485868554190574286621995270252227783203125",""
"3","F","9","151",""
"10001","V","10221","0.00010799999999999999595982902445001627711462788283824920654296875",""
"3","F","10","71374",""
"10001","V","10222","0.0000057899999999999996215245372244151411678103613667190074920654296875",""
"3","F","11","322",""
