"SystemName","GroupName","FieldNum","FieldName","FieldValue","Emulate"
"SAB MILLER                    ","O","2","(RESERVED FOR FUTURE USE)                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","O","3","COMPRESSSPOOLDBS                                                                                                                                                                                                                                                ","NEVER       (ALWAYS, NEVER, IFNOTCACHED)                                                                                                                                                                                                                        ","N"
"SAB MILLER                    ","O","4","(RESERVED FOR FUTURE USE)                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","O","5","COMPRESSMLOADWORKDBS                                                                                                                                                                                                                                            ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","6","COMPRESSPJDBS                                                                                                                                                                                                                                                   ","ALWAYS      (ALWAYS, NEVER)                                                                                                                                                                                                                                     ","N"
"SAB MILLER                    ","O","7","MINDBSECTSTOCOMPRESS                                                                                                                                                                                                                                            ","32                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","O","8","MINPERCENTCOMPREDUCTION                                                                                                                                                                                                                                         ","10%                                                                                                                                                                                                                                                             ","N"
"SAB MILLER                    ","O","9","COMPRESSIONALGORITHM                                                                                                                                                                                                                                            ","UNKNOWN VALUE                                                                                                                                                                                                                                                   ","N"
"SAB MILLER                    ","O","10","COMPRESSIONLEVEL                                                                                                                                                                                                                                                ","6           (1-9; DEFAULT VALUE = 6)                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","O","12","UNCOMPRESSRESERVEDSPACE                                                                                                                                                                                                                                         ","20%                                                                                                                                                                                                                                                             ","N"
"SAB MILLER                    ","O","13","(RESERVED FOR FUTURE USE)                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","O","14","COMPRESSPERMPRIMARYDBS                                                                                                                                                                                                                                          ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","15","COMPRESSPERMFALLBACKDBS                                                                                                                                                                                                                                         ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","16","COMPRESSPERMPRIMARYCLOBDBS                                                                                                                                                                                                                                      ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","17","COMPRESSPERMFALLBACKCLOBDBS                                                                                                                                                                                                                                     ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","18","COMPRESSGLOBALTEMPPRIMARYDBS                                                                                                                                                                                                                                    ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","19","COMPRESSGLOBALTEMPFALLBACKDBS                                                                                                                                                                                                                                   ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","20","COMPRESSGLOBALTEMPPRIMARYCLOBDBS                                                                                                                                                                                                                                ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","21","COMPRESSGLOBALTEMPFALLBACKCLOBDBS                                                                                                                                                                                                                               ","UNLESSQBNO  (UNLESSQBNO, NEVER, ONLYIFQBYES)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","O","32","ENABLETEMPBLC                                                                                                                                                                                                                                                   ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","O","33","DEFAULTTABLEMODE                                                                                                                                                                                                                                                ","MANUAL  (AUTOTEMP, MANUAL, NEVER)                                                                                                                                                                                                                               ","N"
"SAB MILLER                    ","O","34","TEMPBLCTHRESH                                                                                                                                                                                                                                                   ","COLD (COLD, WARM, HOT, 0-100 )                                                                                                                                                                                                                                  ","N"
"SAB MILLER                    ","O","35","TEMPBLCSPREAD                                                                                                                                                                                                                                                   ","5% (1-25%)                                                                                                                                                                                                                                                      ","N"
"SAB MILLER                    ","O","36","TEMPBLCINTERVAL                                                                                                                                                                                                                                                 ","10 MINUTE(S) (1-120)                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","O","37","TEMPBLCIOTHRESH                                                                                                                                                                                                                                                 ","1 (1-1000)                                                                                                                                                                                                                                                      ","N"
"SAB MILLER                    ","O","38","TEMPBLCPRIORITY                                                                                                                                                                                                                                                 ","MEDIUM/DEFAULT (LOW, MEDIUM/DEFAULT, HIGH, RUSH/TOP)                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","O","39","TEMPBLCRESCANPERIOD                                                                                                                                                                                                                                             "," 7 DAY(S) (1-90)                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","P","1","DICTIONARYCACHESIZE                                                                                                                                                                                                                                             ","3072 (KILOBYTES)                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","P","2","DBSCACHECTRL                                                                                                                                                                                                                                                    ","TRUE                                                                                                                                                                                                                                                            ","Y"
"SAB MILLER                    ","P","3","DBSCACHETHR                                                                                                                                                                                                                                                     ","10%                                                                                                                                                                                                                                                             ","Y"
"SAB MILLER                    ","P","4","MAXPARSETREESEGS                                                                                                                                                                                                                                                ","2000                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","P","5","READAHEAD                                                                                                                                                                                                                                                       ","TRUE                                                                                                                                                                                                                                                            ","N"
"SAB MILLER                    ","P","6","STEPSSEGMENTSIZE                                                                                                                                                                                                                                                ","1024 (KILOBYTES)                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","P","7","REDISTBUFSIZE                                                                                                                                                                                                                                                   ","3832 (BYTES *DEFAULT*)                                                                                                                                                                                                                                          ","N"
"SAB MILLER                    ","P","8","DISABLESYNCSCAN                                                                                                                                                                                                                                                 ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","P","9","SYNCSCANCACHETHR                                                                                                                                                                                                                                                ","10%                                                                                                                                                                                                                                                             ","N"
"SAB MILLER                    ","P","10","HTMEMALLOC                                                                                                                                                                                                                                                      ","10%                                                                                                                                                                                                                                                             ","Y"
"SAB MILLER                    ","P","11","SKEWALLOWANCE                                                                                                                                                                                                                                                   ","75%                                                                                                                                                                                                                                                             ","Y"
"SAB MILLER                    ","P","12","READ AHEAD COUNT                                                                                                                                                                                                                                                ","15                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","P","13","PPICACHETHRP                                                                                                                                                                                                                                                    ","10                                                                                                                                                                                                                                                              ","Y"
"SAB MILLER                    ","P","14","READLOCKONLY                                                                                                                                                                                                                                                    ","FALSE                                                                                                                                                                                                                                                           ","N"
"SAB MILLER                    ","P","15","IAMAXWORKLOADCACHE                                                                                                                                                                                                                                              ","64 (MEGABYTES)                                                                                                                                                                                                                                                  ","N"
"SAB MILLER                    ","P","16","MAXREQUESTSSAVED                                                                                                                                                                                                                                                ","600 * DEFAULT *                                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","P","17","UTILITYREADAHEADCOUNT                                                                                                                                                                                                                                           ","10                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","P","18","STANDALONEREADAHEADCOUNT                                                                                                                                                                                                                                        ","20                                                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","P","19","DISABLEPEEKUSING                                                                                                                                                                                                                                                ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","P","20","IVMAXWORKLOADCACHE                                                                                                                                                                                                                                              ","1 (MEGABYTES)                                                                                                                                                                                                                                                   ","N"
"SAB MILLER                    ","P","21","REVERTJOINPLANNING                                                                                                                                                                                                                                              ","FALSE                                                                                                                                                                                                                                                           ","Y"
"SAB MILLER                    ","P","22","MAXJOINTABLES                                                                                                                                                                                                                                                   ","128                                                                                                                                                                                                                                                             ","Y"
"SAB MILLER                    ","P","23","DBQLXMLPLANMEMLIMIT                                                                                                                                                                                                                                             ","64000 KB                                                                                                                                                                                                                                                        ","Y"
"SAB MILLER                    ","P","25","STATISTICSCACHESIZE                                                                                                                                                                                                                                             ","4                                                                                                                                                                                                                                                               ","Y"
"SAB MILLER                    ","S","1","(RESERVED FOR FUTURE USE)                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","S","2","SPOOL STORAGE PREFERENCES: TEMPERATURE                                                                                                                                                                                                                          ","HOT               (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","3","(RESERVED FOR FUTURE USE)                                                                                                                                                                                                                                       ","                                                                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","S","4","PERMANENT JOURNAL STORAGE PREFERENCES: TEMPERATURE                                                                                                                                                                                                              ","HOT               (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","6","DEPOT STORAGE PREFERENCES: TEMPERATURE                                                                                                                                                                                                                          ","HOT               (NOT MODIFIABLE)                                                                                                                                                                                                                              ","N"
"SAB MILLER                    ","S","7","ALL OTHER STORAGE PREFERENCES: TEMPERATURE                                                                                                                                                                                                                      ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","8","PERM PRIMARY TEMPERATURE                                                                                                                                                                                                                                        ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","9","PERM PRIMARY CLOB TEMPERATURE                                                                                                                                                                                                                                   ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","10","PERM FALLBACK TEMPERATURE                                                                                                                                                                                                                                       ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","11","PERM FALLBACK CLOB TEMPERATURE                                                                                                                                                                                                                                  ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","12","GLOBAL PRIMARY TEMPERATURE                                                                                                                                                                                                                                      ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","13","GLOBAL TEMP PRIMARY CLOB TEMPER                                                                                                                                                                                                                                 ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","14","GLOBAL TEMP FALLBACK TEMPER                                                                                                                                                                                                                                     ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","15","GLOBAL TEMP FALLBACK CLOB TEMPER                                                                                                                                                                                                                                ","WARM              (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","17","WAL STORAGE PREFERENCES: TEMPERATURE                                                                                                                                                                                                                            ","HOT               (HOT, WARM, COLD, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","20","PERM STORAGE PREFERENCES: MIGRATION                                                                                                                                                                                                                             ","DYNAMIC           (DYNAMIC, STATIC, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","21","PERM STORAGE PREFERENCES: PACING                                                                                                                                                                                                                                ","NON               (NON, SYSTEM, QUERY, DEFAULT)                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","22","PERM STORAGE PREFERENCES: LONGEVITY                                                                                                                                                                                                                             ","LONG              (SHORT, MEDIUM, LONG, DEFAULT)                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","S","23","PERM STORAGE PREFERENCES: SAM ATTRIBUTES                                                                                                                                                                                                                        ","SINGLE_FAILURE(8) MULTIPATH(64)                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","24","SPOOL STORAGE PREFERENCES: MIGRATION                                                                                                                                                                                                                            ","STATIC            (DYNAMIC, STATIC, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","25","SPOOL STORAGE PREFERENCES: PACING                                                                                                                                                                                                                               ","QUERY             (NON, SYSTEM, QUERY, DEFAULT)                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","26","SPOOL STORAGE PREFERENCES: LONGEVITY                                                                                                                                                                                                                            ","SHORT             (SHORT, MEDIUM, LONG, DEFAULT)                                                                                                                                                                                                                ","N"
"SAB MILLER                    ","S","27","SPOOL STORAGE PREFERENCES: SAM ATTRIBUTES                                                                                                                                                                                                                       ","SINGLE_FAILURE(8) MULTIPATH(64)                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","28","TEMPORARY TABLE STORAGE PREFERENCES: MIGRATION                                                                                                                                                                                                                  ","DYNAMIC           (DYNAMIC, STATIC, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","29","TEMPORARY TABLE STORAGE PREFERENCES: PACING                                                                                                                                                                                                                     ","QUERY             (NON, SYSTEM, QUERY, DEFAULT)                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","31","TEMPORARY TABLE STORAGE PREFERENCES: SAM ATTRIBUTES                                                                                                                                                                                                             ","SINGLE_FAILURE(8) MULTIPATH(64)                                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","32","PERMANENT JOURNAL STORAGE PREFERENCES: MIGRATION                                                                                                                                                                                                                ","DYNAMIC           (DYNAMIC, STATIC, DEFAULT)                                                                                                                                                                                                                    ","N"
"SAB MILLER                    ","S","33","PERMANENT JOURNAL STORAGE PREFERENCES: PACING                                                                                                                                                                                                                   ","SYSTEM            (NON, SYSTEM, QUERY, DEFAULT)                                                                                                                                                                                                                 ","N"
"SAB MILLER                    ","S","34","PERMANENT JOURNAL STORAGE PREFERENCES: LONGEVITY                                                                                                                                                                                                                ","LONG              (SHORT, MEDIUM, LONG, DEFAULT)                                                                                                                                                                                                                ","N"
