"Systemname","Systemfamily","TimeStamp1","Version","Comments","OptAmpCnt","AmpCnt","IFPCnt","LookAHeadFlag","LookAHead","OptSysCpuWeight","OptSysDiskWeight","OptSysNetWeight","CPUWeight","DiskWeight","NetWeight","DAScale","CPUscale","OptRowAccessCost","OptOutPutRowCost","OptRedistributeCost","OptSynonymCost","OptRowIDCost","OptBMANDRowCost","OptBMWriteReadRowCost","OptBitCost","OptCharFieldCost","OptNumFieldCost","OptOvhdOfRowCompCost","OptTableBlockSize","OptSpoolBlockSize","OptIndexBlockSize","OptDiskReadDelayTableScan","OptDiskReadDelaySpoolScan","OptDiskReadDelayIndexScan","OptDiskWriteDelayTableScan","OptDiskWriteDelaySpoolScan","OptDiskWriteDelayIndexScan","OptDiskReadThruputTableScan","OptDiskReadThruputSpoolScan","OptDiskReadThruputIndexScan","OptDiskWriteThruputTablescan","OptDiskWriteThruputSpoolscan","OptDiskWriteThruputIndexscan","OptByNetRedCost","OptByNetRedOvhd","OptBynetDupCost","OptBynetDupOvhd","OptCpusperPMA","OptVampsPerPMA","OptVampsPerCPU","OptPMAsPerDiskArray","OptTotalPMAs","Optcpuweight","Optdiskweight","Optnetweight","Optbmmaxsize","Optmaxnjrows","Optminimizeallamps","Optnopseudohashlocks","Freespacepercent","Permdbsize","Workdbsize","Dictionarycachesize","Maxparsetreesegs","Stepssegmentsize","Runningosversion","Pkgname","Numvprt1","Numvprt2","Numvprt3","Numvprt4","Numvprt5","Numvprt6","Numvprt7","Numvprt8","Numvprt9","Numvprt10","Numvprt11","Numvprt12","Numvprt13","Numvprt14","Numvprt15","Numvprt16","Vprtsperpma1_max","Vprtsperpma1_min","Vprtsperpma1_avg","Vprtsperpma2_max","Vprtsperpma2_min","Vprtsperpma2_avg","Vprtsperpma3_max","Vprtsperpma3_min","Vprtsperpma3_avg","Vprtsperpma4_max","Vprtsperpma4_min","Vprtsperpma4_avg","Vprtsperpma5_max","Vprtsperpma5_min","Vprtsperpma5_avg","Vprtsperpma6_max","Vprtsperpma6_min","Vprtsperpma6_avg","Vprtsperpma7_max","VPrtsperpma7_min","Vprtsperpma7_avg","Vprtsperpma8_max","Vprtsperpma8_min","Vprtsperpma8_avg","Vprtsperpma9_max","Vprtsperpma9_min","Vprtsperpma9_avg","Vprtsperpma10_max","Vprtsperpma10_min","Vprtsperpma10_avg","VPrtsperpma11_max","Vprtsperpma11_min","VPrtsperpma11_avg","Vprtsperpma12_max","Vprtsperpma12_min","Vprtsperpma12_avg","Vprtsperpma13_max","Vprtsperpma13_min","Vprtsperpma13_avg","Vprtsperpma14_max","VPrtsperpma14_min","Vprtsperpma14_avg","Vprtsperpma15_max","VPrtsperpma15_min","Vprtsperpma15_avg","Vprtsperpma16_max","Vprtsperpma16_min","VPrtsperpma16_avg","Processmempervprt1_max","Processmempervprt1_min","Processmempervprt1_avg","Processmempervprt2_max","Processmempervprt2_min","Processmempervprt2_avg","Processmempervprt3_max","Processmempervprt3_min","Processmempervprt3_avg","Processmempervprt4_max","Processmempervprt4_min","Processmempervprt4_avg","Processmempervprt5_max","Processmempervprt5_min","Processmempervprt5_avg","Processmempervprt6_max","Processmempervprt6_min","Processmempervprt6_avg","Processmempervprt7_max","Processmempervprt7_min","Processmempervprt7_avg","Processmempervprt8_max","Processmempervprt8_min","Processmempervprt8_avg","Processmempervprt9_max","Processmempervprt9_min","Processmempervprt9_avg","Processmempervprt10_max","Processmempervprt10_min","Processmempervprt10_avg","Processmempervprt11_max","Processmempervprt11_min","Processmempervprt11_avg","Processmempervprt12_max","Processmempervprt12_min","Processmempervprt12_avg","Processmempervprt13_max","Processmempervprt13_min","Processmempervprt13_avg","Processmempervprt14_max","Processmempervprt14_min","Processmempervprt14_avg","Processmempervprt15_max","Processmempervprt15_min","Processmempervprt15_avg","Processmempervprt16_max","Processmempervprt16_min","Processmempervprt16_avg","Cpusperpma_max","Cpusperpma_min","Cpusperpma_avg","Numpmas","Mipspercpu_max","Mipspercpu_min","Mipspercpu_avg","Pmasperclique_max","Pmasperclique_min","Pmasperclique_avg","Cpuspare1","Cpuspare2","Cpuspare3","Cpuspare4","Cpuspare5","Cpuspare6","Cpuspare7","Cpuspare8","Cpuspare9","Cpuspare10","Cpuspare11","Cpuspare12","Cpuspare13","Cpuspare14","Cpuspare15","Cpuspare16","Arraysperclique_max","Arraysperclique_min","Arraysperclique_avg","DiskArrayAccesSpeeds","DiskAccesSpeeds","NetworkAccesSpeeds","TosSysLocalHardware","OptDefaultConstants","OptDefaultValues","ProfileName","ProfileType","ProfileCat"
"SAB MILLER                    ","65","13/03/14  11:21:38              ","14.00.02.08     ","SAB Miller","216","216","12","0","0","1","1","1","1","1","1","0.75","7.412898443291329745038023037173591234250125125981867313385009765625E-7","0.00030318754633061498031387781537659975583665072917938232421875","0.00121645663454411005581501381556108754011802375316619873046875","0.054402520385470699848529108066941262222826480865478515625","0.020117865085248300138776045287158922292292118072509765625","0.020117865085248300138776045287158922292292118072509765625","0.07301704966641960059536842209126916714012622833251953125","0.000531444588671293950861429511434153027948923408985137939453125","0.00002446256486286140118175704005754056424848386086523532867431640625","0.00019347664936990400185411187461426152367494069039821624755859375","0.00002742772424017790046900377998184694661176763474941253662109375","0.000179392142327649997506078261011452923412434756755828857421875","49152","131072","49152","7.874015748031499839498792425729334354400634765625","10.98901098901099970817085704766213893890380859375","7.874015748031499839498792425729334354400634765625","14.18439716312060028258201782591640949249267578125","18.518518518518501281278076930902898311614990234375","14.18439716312060028258201782591640949249267578125","5430","4980","5430","2722.5","2520","2722.5","1.24878355526965010087022604594320096538240250083617866039276123046875E-7","0.00019062502323242500198129112387590566868311725556850433349609375","1.24878355526965010087022604594320096538240250083617866039276123046875E-7","0.00019062502323242500198129112387590566868311725556850433349609375","32","36","1.125","1.333333333333329928649391149519942700862884521484375","6","1","1","1","131072","0","0","0","0","254","254","3145728","2000","1048576","0","PDE             ","6","216","12","6","6","6","0","0","0","0","0","0","0","0","0","0","1","1","1","36","36","36","2","2","2","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1766850560","1766850560","1766850560","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","602342974","1","32","32","32","6","1349","1349","1349","4","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","2","3","","","","","","","T2_TD13_0_LINUX64             ","Type2                         ","F"
